"Time","RUN1_rotation","RUN1_cycleEnd","axlePosition","speedVal2"
3.4,0,1,0,0
3.42,0,1,0,0
3.44,0,1,0,0
3.46,0,1,0,0
3.48,0,1,0,0
3.5,0,1,0,0
3.52,0,1,0,0
3.54,0,1,0,0
3.56,0,1,0,0
3.58,0,1,0,0
3.6,0,1,0,0
3.62,0,1,0,0
3.64,0,1,0,0
3.66,0,1,0,0
3.68,0,1,0,0
3.7,0,1,0,0
3.72,0,1,0,0
3.74,0,1,0,0
3.76,0,1,0,0
3.78,0,1,0,0
3.8,0,1,0,0
3.82,0,1,0,0
3.84,0,1,0,0
3.86,0,1,0,0
3.88,0,1,0,0
3.9,0,1,0,0
3.92,0,1,0,0
3.94,0,1,0,0
3.96,0,1,0,0
3.98,0,1,0,0
4,0,1,0,0
4.02,0,1,0,0
4.04,0,1,0,0
4.06,0,1,0,0
4.08,0,1,0,0
4.1,0,1,0,0
4.12,0,1,0,0
4.14,0,1,0,0
4.16,0,1,0,0
4.18,0,1,0,0
4.2,0,1,0,0
4.22,0,1,0,0
4.24,0,1,0,0
4.26,0,1,0,0
4.28,0,1,0,0
4.3,0,1,0,0
4.32,0,1,0,0
4.34,0,1,0,0
4.36,0,1,0,0
4.38,0,1,0,0
4.4,0,1,0,0
4.42,0,1,0,0
4.44,0,1,0,0
4.46,0,1,0,0
4.48,0,1,0,0
4.5,0,1,0,0
4.52,0,1,0,0
4.54,0,1,0,0
4.56,0,1,0,0
4.58,0,1,0,0
4.6,0,1,0,0
4.62,0,1,0,0
4.64,0,1,0,0
4.66,0,1,0,0
4.68,0,1,0,0
4.7,0,1,0,0
4.72,0,1,0,0
4.74,0,1,0,0
4.76,0,1,0,0
4.78,0,1,0,0
4.8,0,1,0,0
4.82,0,1,0,0
4.84,0,1,0,0
4.86,0,1,0,0
4.88,0,1,0,0
4.9,0,1,0,0
4.92,0,1,0,0
4.94,0,1,0,0
4.96,0,1,0,0
4.98,0,1,0,0
5,0,1,0,0
5.02,0,0,0,0
5.04,0,0,0,0
5.06,0,0,0,0
5.08,0,0,0,0
5.1,0,0,0,0
5.12,0,0,0,0
5.14,0,0,0,0
5.16,0,0,0,0
5.18,0,0,0,0
5.2,0,0,0,0
5.22,0,0,0,0
5.24,0,0,0,0
5.26,0,0,0,0
5.28,0,0,0,0
5.3,0,0,0,0
5.32,0,0,0,0
5.34,0,0,0,0
5.36,0,0,0,0
5.38,0,0,0,0
5.4,0,0,0,0
5.42,0,0,0,0
5.44,0,0,0,0
5.46,0,0,0,0
5.48,0,0,0,0
5.5,0,0,0,0
5.52,0,0,0,0
5.54,0,0,0,0
5.56,0,0,0,0
5.58,0,0,0,0
5.6,0,0,0,0
5.62,0,0,0,0
5.64,0,0,0,0
5.66,0,0,0,0
5.68,0,0,0,0
5.7,0,0,0,0
5.72,0,0,0,0
5.74,0,0,0,0
5.76,0,0,0,0
5.78,0,0,0,0
5.8,0,0,0,0
5.82,0,0,0,0
5.84,0,0,0,0
5.86,0,0,0,0
5.88,0,0,0,0
5.9,0,0,0,0
5.92,0,0,0,0
5.94,0,0,0,0
5.96,0,0,0,0
5.98,0,0,0,0
6,0,0,0,0
6.02,0,0,0,0
6.04,0,0,0,0
6.06,1,0,0,0
6.08,1,0,0,0
6.1,1,0,0,0
6.12,1,0,10,500
6.14,1,0,10,500
6.16,1,0,20,1000
6.18,1,0,20,1000
6.2,1,0,20,1000
6.22,1,0,30,1500
6.24,1,0,30,1500
6.26,1,0,40,2000
6.28,1,0,40,2000
6.3,1,0,40,2000
6.32,1,0,50,2500
6.34,1,0,50,2500
6.36,1,0,60,3000
6.38,1,0,60,3000
6.4,1,0,60,3000
6.42,1,0,70,3500
6.44,1,0,70,3500
6.46,1,0,80,4000
6.48,1,0,80,4000
6.5,1,0,80,4000
6.52,1,0,80,4500
6.54,1,0,80,4500
6.56,1,0,85,5000
6.58,1,0,85,5000
6.6,1,0,85,5000
6.62,1,0,90,5000
6.64,1,0,90,5000
6.66,1,0,95,5000
6.68,1,0,95,5000
6.7,1,0,95,5000
6.72,1,0,100,5000
6.74,1,0,100,5000
6.76,1,0,100,5000
6.78,1,0,100,5000
6.8,1,0,100,5000
6.82,1,0,95,5000
6.84,1,0,95,5000
6.86,1,0,85,5000
6.88,1,0,85,5000
6.9,1,0,85,5000
6.92,1,0,75,5000
6.94,1,0,75,5000
6.96,1,0,65,5000
6.98,1,0,65,5000
7,1,0,65,5000
7.02,1,0,55,5000
7.04,1,0,55,5000
7.06,1,0,45,5000
7.08,1,0,45,5000
7.1,1,0,45,5000
7.12,1,0,35,5000
7.14,1,0,35,5000
7.16,0,0,25,5000
7.18,0,0,25,5000
7.2,0,0,25,5000
7.22,0,0,25,4500
7.24,0,0,25,4500
7.26,0,0,20,4000
7.28,0,0,20,4000
7.3,0,0,20,4000
7.32,0,0,15,3500
7.34,0,0,15,3500
7.36,0,0,10,3000
7.38,0,0,10,3000
7.4,0,0,10,3000
7.42,0,0,5,2500
7.44,0,0,5,2500
7.46,0,0,0,2000
7.48,0,0,0,2000
7.5,0,0,0,2000
7.52,0,0,0,1500
7.54,0,0,0,1500
7.56,0,0,0,1000
7.58,0,0,0,1000
7.6,0,0,0,1000
7.62,0,0,0,500
7.64,0,0,0,500
7.66,0,0,0,0
7.68,0,0,0,0
7.7,0,0,0,0
7.72,0,0,0,0
7.74,0,0,0,0
7.76,0,0,0,0
7.78,0,0,0,0
7.8,0,0,0,0
7.82,0,0,0,0
7.84,0,0,0,0
7.86,0,0,0,0
7.88,0,0,0,0
7.9,0,0,0,0
7.92,0,0,0,0
7.94,0,0,0,0
7.96,0,0,0,0
7.98,0,0,0,0
8,0,0,0,0
8.02,0,0,0,0
8.04,0,0,0,0
8.06,0,0,0,0
8.08,0,0,0,0
8.1,0,0,0,0
8.12,0,0,0,0
8.14,0,0,0,0
8.16,0,0,0,0
8.18,0,0,0,0
8.2,0,0,0,0
8.22,0,0,0,0
8.24,0,0,0,0
8.26,0,0,0,0
8.28,0,0,0,0
8.3,0,0,0,0
8.32,0,0,0,0
8.34,0,0,0,0
8.36,0,0,0,0
8.38,0,0,0,0
8.4,0,0,0,0
8.42,0,0,0,0
8.44,0,0,0,0
8.46,0,0,0,0
8.48,0,0,0,0
8.5,0,0,0,0
8.52,0,0,0,0
8.54,0,0,0,0
8.56,0,1,0,0
8.58,0,1,0,0
8.6,0,1,0,0
8.62,0,1,0,0
8.64,0,1,0,0
8.66,0,1,0,0
8.68,0,1,0,0
8.7,0,1,0,0
8.72,0,1,0,0
8.74,0,1,0,0
8.76,0,1,0,0
8.78,0,1,0,0
8.8,0,1,0,0
8.82,0,1,0,0
8.84,0,1,0,0
8.86,0,1,0,0
8.88,0,1,0,0
8.9,0,1,0,0
8.92,0,1,0,0
8.94,0,1,0,0
8.96,0,1,0,0
8.98,0,1,0,0
9,0,1,0,0
9.02,0,1,0,0
9.04,0,1,0,0
9.06,0,1,0,0
9.08,0,1,0,0
9.1,0,1,0,0
9.12,0,0,0,0
9.14,0,0,0,0
9.16,0,0,0,0
9.18,0,0,0,0
9.2,0,0,0,0
9.22,0,0,0,0
9.24,0,0,0,0
9.26,0,0,0,0
9.28,0,0,0,0
9.3,0,0,0,0
9.32,0,0,0,0
9.34,0,0,0,0
9.36,0,0,0,0
9.38,0,0,0,0
9.4,0,0,0,0
9.42,0,0,0,0
9.44,0,0,0,0
9.46,0,0,0,0
9.48,0,0,0,0
9.5,0,0,0,0
9.52,0,0,0,0
9.54,0,0,0,0
9.56,0,0,0,0
9.58,0,0,0,0
9.6,0,0,0,0
9.62,0,0,0,0
9.64,0,0,0,0
9.66,0,0,0,0
9.68,0,0,0,0
9.7,0,0,0,0
9.72,0,0,0,0
9.74,0,0,0,0
9.76,0,0,0,0
9.78,0,0,0,0
9.8,0,0,0,0
9.82,0,0,0,0
9.84,0,0,0,0
9.86,0,0,0,0
9.88,0,0,0,0
9.9,0,0,0,0
9.92,0,0,0,0
9.94,0,0,0,0
9.96,0,0,0,0
9.98,0,0,0,0
10,0,0,0,0
10.02,0,0,0,0
10.04,0,0,0,0
10.06,0,0,0,0
10.08,0,0,0,0
10.1,0,0,0,0
10.12,0,0,0,0
10.14,0,0,0,0
10.16,1,0,0,0
10.18,1,0,0,0
10.2,1,0,0,0
10.22,1,0,10,500
10.24,1,0,10,500
10.26,1,0,20,1000
10.28,1,0,20,1000
10.3,1,0,20,1000
10.32,1,0,30,1500
10.34,1,0,30,1500
10.36,1,0,40,2000
10.38,1,0,40,2000
10.4,1,0,40,2000
10.42,1,0,50,2500
10.44,1,0,50,2500
10.46,1,0,60,3000
10.48,1,0,60,3000
10.5,1,0,60,3000
10.52,1,0,70,3500
10.54,1,0,70,3500
10.56,1,0,80,4000
10.58,1,0,80,4000
10.6,1,0,80,4000
10.62,1,0,80,4500
10.64,1,0,80,4500
10.66,1,0,85,5000
10.68,1,0,85,5000
10.7,1,0,85,5000
10.72,1,0,90,5000
10.74,1,0,90,5000
10.76,1,0,95,5000
10.78,1,0,95,5000
10.8,1,0,95,5000
10.82,1,0,100,5000
10.84,1,0,100,5000
10.86,1,0,100,5000
10.88,1,0,100,5000
10.9,1,0,100,5000
10.92,1,0,95,5000
10.94,1,0,95,5000
10.96,1,0,85,5000
10.98,1,0,85,5000
11,1,0,85,5000
11.02,1,0,75,5000
11.04,1,0,75,5000
11.06,1,0,65,5000
11.08,1,0,65,5000
11.1,1,0,65,5000
11.12,1,0,55,5000
11.14,1,0,55,5000
11.16,1,0,45,5000
11.18,1,0,45,5000
11.2,1,0,45,5000
11.22,1,0,35,5000
11.24,1,0,35,5000
11.26,0,0,25,5000
11.28,0,0,25,5000
11.3,0,0,25,5000
11.32,0,0,25,4500
11.34,0,0,25,4500
11.36,0,0,20,4000
11.38,0,0,20,4000
11.4,0,0,20,4000
11.42,0,0,15,3500
11.44,0,0,15,3500
11.46,0,0,10,3000
11.48,0,0,10,3000
11.5,0,0,10,3000
11.52,0,0,5,2500
11.54,0,0,5,2500
11.56,0,0,0,2000
11.58,0,0,0,2000
11.6,0,0,0,2000
11.62,0,0,0,1500
11.64,0,0,0,1500
11.66,0,0,0,1000
11.68,0,0,0,1000
11.7,0,0,0,1000
11.72,0,0,0,500
11.74,0,0,0,500
11.76,0,0,0,0
11.78,0,0,0,0
11.8,0,0,0,0
11.82,0,0,0,0
11.84,0,0,0,0
11.86,0,0,0,0
11.88,0,0,0,0
11.9,0,0,0,0
11.92,0,0,0,0
11.94,0,0,0,0
11.96,0,0,0,0
11.98,0,0,0,0
12,0,0,0,0
12.02,0,0,0,0
12.04,0,0,0,0
12.06,0,0,0,0
12.08,0,0,0,0
